repetition,iteration,time,speed,steering,obstacle_North,obstacle_NorthWest,obstacle_SouthWest,obstacle_West,obstacle_distance,follow_enable,steady_motion_enable,passing_start,accel_x,accel_y,accel_z,accel_diff,success,action
1,1,1675465672.7057004,0.0,0.0,False,True,False,True,100000,False,True,False,0.2510781191480102,7.22320534922799e-15,9.780879761761117,0.042328592533456444,True,
1,2,1675465672.7058911,0.0,0.0,False,True,False,True,100000,False,True,False,0.2510781191480102,7.22320534922799e-15,9.780879761761117,0.042328592533456444,True,
1,3,1675465672.8077888,0.0,0.0,False,True,False,True,100000,False,True,False,0.2510781191480102,7.22320534922799e-15,9.780879761761117,0.042328592533456444,True,Cruise
1,4,1675465672.9064693,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,0.2510781191480102,7.22320534922799e-15,9.780879761761117,0.042328592533456444,True,Cruise
1,5,1675465673.0063689,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,0.22438455693477316,8.243447244425299e-14,9.750233835919865,0.040641346364256876,True,Cruise
1,6,1675465673.107675,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,0.22438455693477316,8.243447244425299e-14,9.750233835919865,0.040641346364256876,True,Cruise
1,7,1675465673.2061145,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,1.182805848477115,2.0020884719634427e-13,9.628419863047696,0.9661314693501044,True,Cruise
1,8,1675465673.3061018,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,1.182805848477115,2.0020884719634427e-13,9.628419863047696,0.9661314693501044,True,Cruise
1,9,1675465673.4067643,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,1.182805848477115,2.0020884719634427e-13,9.628419863047696,0.9661314693501044,True,Cruise
1,10,1675465673.5078201,49.76144759479695,0.003180698736040659,False,True,False,True,100000,False,True,False,2.7089952936768666,0.003995303247726499,9.469640971257887,1.5344317911087368,True,Cruise
1,11,1675465673.6093547,49.74421164290258,-0.0034105114279655937,False,True,False,True,100000,False,True,False,2.7089952936768666,0.003995303247726499,9.469640971257887,1.5344317911087368,True,Cruise
1,12,1675465673.7079296,49.74421164290258,-0.0034105114279655937,False,True,False,True,100000,False,True,False,3.369274972901882,0.005704851125015077,9.424001541954931,0.243608657855811,True,Cruise
1,13,1675465673.8064232,49.05385651658287,-0.012615246445561725,False,True,False,True,100000,False,True,False,3.369274972901882,0.005704851125015077,9.424001541954931,0.243608657855811,True,Cruise
1,14,1675465673.9063709,49.05385651658287,-0.012615246445561725,False,True,False,True,100000,False,True,False,3.369274972901882,0.005704851125015077,9.424001541954931,0.243608657855811,True,Cruise
1,15,1675465674.0062785,49.05385651658287,-0.012615246445561725,False,True,False,True,100000,False,True,False,3.369274972901882,0.005704851125015077,9.424001541954931,0.243608657855811,True,Cruise
1,16,1675465674.1062956,49.05385651658287,-0.012615246445561725,False,True,False,True,100000,False,True,False,3.505601158178024,0.023719829068609685,9.428942040557864,0.13760006086008375,True,Cruise
1,17,1675465674.206117,49.05385651658287,-0.012615246445561725,False,True,False,True,100000,False,True,False,3.505601158178024,0.023719829068609685,9.428942040557864,0.13760006086008375,True,Cruise
1,18,1675465674.306491,49.05385651658287,-0.012615246445561725,False,True,False,True,100000,False,True,False,3.660291594956177,-0.02607369961484023,9.464994506246178,0.08699779192064214,True,Cruise
1,19,1675465674.4089344,49.15969574069281,-0.011204056790762508,False,True,False,True,100000,False,True,False,3.660291594956177,-0.02607369961484023,9.464994506246178,0.08699779192064214,True,Cruise
1,20,1675465674.5078416,49.15969574069281,-0.011204056790762508,False,True,False,True,100000,False,True,False,3.660291594956177,-0.02607369961484023,9.464994506246178,0.08699779192064214,True,Cruise
1,21,1675465674.6063623,49.15969574069281,-0.011204056790762508,False,True,False,True,100000,False,True,False,3.660291594956177,-0.02607369961484023,9.464994506246178,0.08699779192064214,True,Cruise
1,22,1675465674.706485,49.15969574069281,-0.011204056790762508,False,True,False,True,100000,False,True,False,3.7347965662605245,-0.03341086775251642,9.48942658245546,0.07875119766224693,True,Cruise
1,23,1675465674.806122,49.15969574069281,-0.011204056790762508,False,True,False,True,100000,False,True,False,3.7347965662605245,-0.03341086775251642,9.48942658245546,0.07875119766224693,True,Cruise
1,24,1675465674.9062726,49.15969574069281,-0.011204056790762508,False,True,False,True,100000,False,True,False,3.820143736621137,-0.03164267850849993,9.516034429153567,0.08941612543426397,True,Cruise
1,25,1675465675.0063996,49.68359882052313,-0.004218682393024939,False,True,False,False,100000,False,True,False,3.820143736621137,-0.03164267850849993,9.516034429153567,0.08941612543426397,True,Cruise
1,26,1675465675.106382,49.68359882052313,-0.004218682393024939,False,True,False,False,100000,False,True,False,3.820143736621137,-0.03164267850849993,9.516034429153567,0.08941612543426397,True,Cruise
1,27,1675465675.2062979,49.68359882052313,-0.004218682393024939,False,True,False,False,100000,False,True,False,3.820143736621137,-0.03164267850849993,9.516034429153567,0.08941612543426397,True,Cruise
1,28,1675465675.3063152,49.68359882052313,-0.004218682393024939,False,True,False,False,100000,False,True,False,4.014016608936792,-0.011517088650455268,9.573941303227635,0.203334542200991,True,Cruise
1,29,1675465675.4062257,49.68359882052313,-0.004218682393024939,False,True,False,False,100000,False,True,False,4.014016608936792,-0.011517088650455268,9.573941303227635,0.203334542200991,True,Cruise
1,30,1675465675.5071163,49.71528775134078,0.0037961633154562744,False,True,False,False,100000,False,True,False,4.204209730804188,0.0006220060193769132,9.636754849835286,0.10231432855756237,True,Cruise
